Name,Completed,ConRatio,nOrigCls,nOrigVar,KClauses,dAmoCnt,eAmoCnt,DirMax,EncMax,AvgSize,EncodeWeightSumK,ElimVars,dTime,eTime
cac3197a79f7b0166f8a22367b86c02a-sp5-21-15-una-nons-tree-noid,Success,0.998801626,23365,9054,23337,5,3,3,5,3.375,12,6,0.22,1.98
cad7a4e61757a39f734daf1b6260e080-fdmus_b21_422,Success,0.9995996530326283,14987,5475,14981,3,0,3,0,3,0,0,0.0223,7.73
cade7e3af457911e560b839a0fbe9b38-CNP-5-700,Success,0.5088425577411929,183318,24585,93280,45019,0,3,0,3,0,0,0.715,0.0901
caead0e04b6de4365822b25dfd55967f-preimage_80r_490m_160h_seed_150,Success,0.9990981131867951,181841,56108,181677,82,0,3,0,3,0,0,0.156,6.51
cb014a5e33120445b676daacc90f7db3-crafted_n10_d6_c3_num10,Success,0.8539155454842953,6478280,32704,5531904,88152,0,66,0,3.4141029131500136,0,0,834,1.57
cb061ca757ddf062729e976974b9b151-fphp-035-035.shuffled-as.sat05-1207,Success,0.002518892,41685,1225,105,70,0,35,0,35,0,0,0.108,0.000124
cb4238b7a86307dd3e0be2ef213500ad-sqrt_ineq_2.c,Success,0.999667832,638232,132244,638020,106,0,3,0,3,0,0,0.703,1.73
cb51db17dbfaef01db0ae1a96ecf1cad-sted1_0x0-420,Success,0.9582885803533597,304449,13431,291750,2020,0,6,0,4.131188118811881,0,0,0.0541,0.11
cb521a59d61fa5e4e821f393282a1b79-rbsat-v1150c84314gyes2,Success,0.31813222003463243,84314,1150,26823,17147,0,23,0,3.411850469469878,0,0,0.516,0.0281
cb7275ef362bdd407d1d5311a3681b37-Bibd-sc-10-03-08_c18,Success,0.9992367801515872,170331,32852,170201,65,0,3,0,3,0,0,0.12,0.242
cb81840aec2135ccd4e4408ab10cdbbb-prime2209-69,Success,0.999408109,233151,83421,233013,69,0,3,0,3,0,0,0.413,0.314
cb8f9ffb66d9b5ef663e6759be0b5e4e-q_query_3_L200_coli.sat,Success,0.9839994593354687,3003711,670867,2955650,6694,0,11,0,3.897072005,0,0,2.93,52.1
cb950b9accfb53eb98f77b0f995ac0ae-rphp5_050_shuffled,Success,0.8773006134969326,5705,500,5005,50,0,6,0,6,0,0,0.00186,0.000233
cb9c73cdb0868592fb0a31c340085c9e-total-5-15-s,Success,0.6888189339117415,781455,220330,538281,33260,0,7,0,4.4484365604329525,0,0,2.29,3.24
cbbc8cfdf76f4999df134398d58f468f-bart27.shuffled,Success,0.11118421052631579,3040,432,338,34,0,16,0,12.705882352941176,0,0,0.00662,4.3e-05
cbd0933002d6c4ea99ceb47bb0c3f4c9-em_11_3_4_cmp,Success,0.9557869186250615,99699,8713,95291,1367,0,6,0,3.381858083394294,0,0,0.0256,0.112
cbe9a57e080e13d56c366271b3031cd3-srhd-sgi-m32-q326.25-n30-p30-s48700942,Success,0.28931510954608214,93431,943,27031,14798,0,32,0,3.5721043384241113,0,0,0.537,0.0222
cbfdc1183daf7250681c3ab1f3f07397-blocks-blocks-36-0.170-NOTKNOWN,Success,0.34427913720581993,9579805,693135,3298127,10516,0,38,0,34.53470901483454,0,0,137,4.16
cc07e92fc74cdaf6f2c60ba097de98f5-course0.12_2018_3_5,Success,0.9982033052437034,1126513,655787,1124489,1012,0,3,0,3,0,0,3.07,29.4
cc29d3f0616ec11db3afd1f1a24db15e-UR-15-5p0,Success,0.7971245260539513,621115,162682,495106,28687,0,8,0,3.6210130024052707,0,0,1.72,0.805
cc3896ad4e0fb0aa6df4030870b76736-frb53-24-1.used-as.sat04-887,Success,0.37198370416797244,98921,1272,36797,17864,0,24,0,3.438255709807434,0,0,0.557,0.0235
cc42cc7a8022820cbd0e98595126d07e-g2-T97.2.1,Success,0.9948477543295873,14110352,4038010,14037652,36350,0,3,0,3,0,0,37.5,307
cc436db9fe0278663ce376e068069815-minandmaxor128,Success,0.9999946410867876,746420,249327,746416,2,0,3,0,3,0,0,2.13,1.36
cc4ca544efe70ed7942a110b7e89dfd5-HCP-526-420,Success,0.9607074799025732,316956,40406,304502,6221,0,4,0,3.0006429834431763,0,0,0.0922,0.145
cc54b7fa1e2da7d9e8919b86a3cf66b5-pb_300_10_lb_12,Success,0.9647879690119674,553504,145259,534014,5740,140,5,20,3.422278911564626,2800,2660,1.01,6.72
cc91e954905f39e3a40a8fb22c4ac6da-g2-slp-synthesis-aes-top25,Success,0.9995316247002398,213504,71356,213404,50,0,3,0,3,0,0,0.413,0.226
ccb55d1b802617fcb969e12859d66124-g2-mizh-md5-48-2,Success,0.9999077564266516,238499,66892,238477,11,0,3,0,3,0,0,0.292,22.1
ccc66f699505f84d67d7b4eaa78e5bd5-VanDerWaerden_pd_2-3-23_505,Success,0.9962956429705415,34014,253,33888,63,0,3,0,3,0,0,0.000868,0.0185
ccc709abdca6bf542e17a4c3152f4c55-manthey_single-ordered-initialized-w18-b7,Success,0.8429828624363132,10795,1827,9100,388,0,9,0,3.6469072164948453,0,0,0.00706,0.00868
ccd3f620c56161946984f5058c47b06f-Schur_161_5_d26,Success,0.9539617155318634,28889,769,27559,158,0,5,0,4.8544303797468356,0,0,0.00435,0.00963
ccf721b28df000621fc8c60461bda45a-mp1-rubikcube120,Success,0.9867889756279378,48293,2778,47655,199,0,4,0,3.4020100502512562,0,0,0.0138,0.0197
ccfe15077c8b8b41fc7d96deadb70af8-C3-2-31,Success,0.9999935902263771,624047,2208,624043,2,0,3,0,3,0,0,0.00198,0.112
cd118ff851f95661b2a3adfc3e393c74-Schur_160_5_d34,Success,0.9534472173065116,27689,756,26400,157,0,5,0,4.802547770700637,0,0,0.00419,0.00914
cd1fa4fa52834cf5c0c744dae3b226c7-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,Success,0.6812236738895551,4093607,945406,2788662,23839,25614,39,15,9.280225668816856,371555,306905,179,1000
cd29b40b25690fe2598ef76fddbab2f6-ctl_4291_567_8_unsat_pre,Success,0.9760275651485759,142789,15232,139366,1238,0,9,0,3.1898222940226173,0,0,0.063,0.255
cd361d33986dccd7f2d86016d6c35241-ecarev-110-4099-22-30-7,Success,0.9976773951517692,725048,127069,723364,842,0,3,0,3,0,0,0.0207,0.0799
cd5e97baf1afec266baf022023e78438-esawn_uw3.debugged,Success,0.9998395420701337,48049978,13842706,48042268,3855,0,3,0,3,0,0,779,98.9
cd60db7535dddb69068778af69e6a267-edit_distance035_393,Success,0.9996054782167615,354860,20585,354720,70,0,3,0,3,0,0,0.0366,0.189
cd670fb043fba9266428987dcbec71fa-pb_300_01_lb_00,Success,0.9525931419984509,517731,140866,493187,6033,174,5,25,3.6326727887868535,4350,4176,1.01,8.25
cd864fc43dfa07c29d9c6201d107160b-battleship-27-54-sat,Success,0.039780521262002745,19683,1458,783,54,0,27,0,27,0,0,0.0375,0.000564
cd9ef241fe64cbc04d375100ef4f8296-SGI_30_70_26_50_3-dir.shuffled-as.sat03-165,Success,0.23440885749057555,67378,780,15794,9321,0,30,0,3.8339233987769554,0,0,0.426,0.0142
cdbaa5fdcb407cabb59b56aac74940ed-c2670,Success,0.9967124925283921,6692,2627,6670,11,0,3,0,3,0,0,0.0107,2.39
cdc22f17d9798c33698e448e234139da-clqcolor-16-11-11.shuffled-as.sat05-1245,Success,0.9439942957153044,15427,472,14563,16,0,11,0,11,0,0,0.00207,0.000505
cdd131110acc861a5a01fae6c4936c91-6g_6color_366_050_04,Success,0.7178045636555063,8485566,77328,6090978,1197294,0,3,0,3,0,0,38.9,2.77
cdd89d1b9259dcf26d4a53ba94041e93-sted2_0x0_n219-342,Success,0.9747406955460647,155705,24624,151772,932,0,7,0,3.6266094420600856,0,0,0.108,0.164
cdd8ab284c8c33aada20bef1db5bbcb7-dist7.c,Success,0.9989847261000044,66977,15276,66909,34,0,3,0,3,0,0,0.0573,0.712
cdf559a186b55457ce49516ec323e907-at-least-two-traffic_kkb_unknown,Success,0.996822429,1541429,103530,1536531,1876,0,7,0,3.1791044776119404,0,0,0.297,3.73
cdf6f6d0771195566590e59e6e66ef56-iso-icl008.shuffled-as.sat05-2733,Success,0.9399702823179792,6730,2475,6326,31,0,6,0,5.806451612903226,0,0,0.00128,0.00248
ce14f5beaa54cf952d58f3d77d8d3dac-mutcb16,Success,0.3165829145728643,1592,505,504,232,4,4,6,3.830508474576271,20,12,0.00303,0.175
ce411c316449a7f1b98cca04eea70793-crafted_n11_d6_c4_num4,Success,0.8549903547857307,12696452,47888,10855344,98340,0,98,0,3.525889770185072,0,0,1000,3.76
ce49f590c98885f7ac95567f2b1e7dd5-CNP-5-1100,Success,0.5233368738478067,163818,22585,85732,39043,0,3,0,3,0,0,0.651,0.0794
ce506e5be563394b7315c7dace0b93a3-slp-synthesis-aes-bottom21,Success,0.9994504955352762,152865,48639,152781,42,0,3,0,3,0,0,0.246,0.177
ce636f1b8af96c134a2911efd63b7f14-battleship-7-13-sat,Success,0.19254658385093168,322,91,62,13,0,7,0,7,0,0,0.000532,9.51e-06
ce9490fdb1c52b1810e74852c0125717-em_7_3_6_all,Success,0.5664922499753184,30387,1473,17214,811,0,25,0,4.277435265104809,0,0,0.0503,0.0106
ce98b37388caf28a782a9877633e271c-ferry9u.shuffled-as.sat03-387,Success,0.6091602014427657,14694,2342,8951,510,0,19,0,3.9784313725490197,0,0,0.0391,0.0119
ce9d0b1d7f0a92b9fee43fc0e0106fef-ferry11.shuffled-as.sat03-380,Success,0.567028182,24803,3562,14064,738,0,23,0,4.097560975609756,0,0,0.0736,0.0184
cea8db050e344e2cd8181ff4c8727161-mp1-9_11,Success,0.7421891023449785,14627,1458,10856,393,0,8,0,4.908396946564886,0,0,0.00987,0.00408
ceb5d167122408378a3e3f437a80e139-IBM_FV_2004_rule_batch_26_SAT_dat.k90,Success,0.982231435,2250041,444681,2210061,19990,0,3,0,3,0,0,69,1000
cec5d86e0eae8234ca7c29b31c4674a6-mrpp_8x8#16_12,Success,0.9997247109464938,79916,10790,79894,11,0,3,0,3,0,0,0.0865,1.15
cee303b6b648d819c6553a3b7dacdb87-ndhf_xits_22_SAT,Success,0.9934387843038965,582514,4692,578692,1911,0,3,0,3,0,0,0.0204,0.243
ceed053b7c2e91dd761169faba1a5193-puzzle35_unsat,Success,0.9999786178583647,93536,25300,93534,1,0,3,0,3,0,0,0.0524,128
cf13eab863f4ab7f7591835b7e928fba-fdmus_b20_341,Success,0.9991918103448276,7424,2739,7418,3,0,3,0,3,0,0,0.00981,9.42
cf3f0d16a464d40eb66f98eb254ba55d-6s103,Success,0.9999940490920154,2016499,688509,2016487,6,0,3,0,3,0,0,22.6,785
cf535843b8d62df0c46404c9d37464ee-Schur_160_5_d35,Success,0.9534335930422178,27595,755,26310,157,0,5,0,4.796178343949045,0,0,0.00426,0.00915
cf5cb637eb7138ad665cdf9269239d83-SGI_30_70_23_60_1-dir.shuffled-as.sat03-158,Success,0.25254702875621543,57518,690,14526,8072,0,27,0,3.7776263627353814,0,0,0.278,0.0105
cf7401f16fb9e583175d8e8435595514-vmpc_33.shuffled-as.sat05-1952,Success,0.8039069767441861,177375,1089,142593,66,0,33,0,33,0,0,0.115,0.0746
cf801b6e9f208f1560b71c26417931a8-homer12.shuffled,Success,0.032738095,1344,240,44,20,0,12,0,12,0,0,0.00298,8.12e-06
cfa562765bd1a658788f599fc9f6d84d-f8n,Success,0.9999226403938709,361946,121499,361918,14,0,3,0,3,0,0,0.844,70.7
cfb196665cc0598c7fb6d2afe6eb4a57-pb_200_03_lb_02,Success,0.9333945778857224,253628,76315,236735,4770,98,5,26,3.476581758,2548,2450,0.507,4.32
cfc5b08fa24149afb9a67426dbe871e9-WS_500_32_30_10.apx_0,Success,0.944696608,16744,1500,15818,463,0,3,0,3,0,0,0.0406,0.0201
cfdad2a030c0c3e8ed2fae050ead7c0b-qg4-9.shuffled,Success,0.6823238566131026,11326,729,7728,499,0,7,0,4.272545090180361,0,0,0.0147,0.00471
cfded6b843191489b90af6d44415a68f-hanoi5.shuffled-as.sat03-400,Success,0.4138225919303428,64315,4434,26615,5015,0,21,0,3.8747756729810567,0,0,0.239,0.0707
cfe1fbb525c39ecedb17966083b93fa5-1dlx_c_iq46_a,Success,0.995312815,4659513,327586,4637673,10920,0,3,0,3,0,0,643,4.16
cffe58485cb866edc8ff999f150b6464-TimetableCNFEncoding_16_UNKNOWN,Success,0.8621848828980754,2065978,331133,1781255,3176,8672,4,42,10.341070222822417,111434,56422,1.52,339
d014a36a5ec13ebb0b2de1a373d539e0-007-80-12,Success,0.9999545759830244,308207,13408,308193,7,0,3,0,3,0,0,0.00208,0.0473
d017cb009e488657a65b9ca3bc76db8f-fphp-012-011.shuffled-as.sat05-1228,Success,0.025035765,1398,132,35,23,0,12,0,11.478260869565217,0,0,0.00306,6.55e-06
d0261efd3e55848b11c1f71a22049a1e-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc7701-tseitin,Success,0.9999963555622775,1097563,398240,1097559,2,0,3,0,3,0,0,4.29,212
d02ad7c7443a5e80ad5a87330093b892-sgen3-n300-s12830984-sat,Success,0.25,720,300,180,60,0,5,0,5,0,0,0.0015,1.14e-05
d02c05db2db553967294055996cc291a-homer08.shuffled,Success,0.034653465346534656,1212,216,42,18,0,12,0,12,0,0,0.00266,8.76e-06
d02fae1e84cfbe799c792ba237f08f66-exam_flat_0.04_2018_3,Success,0.9998764172760545,1974386,1275631,1974142,122,0,3,0,3,0,0,5.71,179
d02fc21fe69a1251c4af39291ace1bdb-mizh-sha0-36-3,Success,0.9998873848510101,177596,50073,177576,10,0,3,0,3,0,0,0.206,2.77
d0364ea3e1680c6da7e982e6b0264af6-new-difficult-26-243-24-70,Success,0.25267050123253904,38944,624,9840,5676,0,26,0,3.753875968992248,0,0,0.165,0.00684
d04848676a9ff9d15ca46bf7a0c5ca3a-q_query_3_l48_lambda,Success,0.9558078569438464,157924,34656,150945,735,0,9,0,4.541496598639456,0,0,0.126,0.25
d072079bdcc592adf80b315bd05c6f27-rook-49-1-1,Success,0.756447325,472793,122350,357643,98,0,49,0,49,0,0,0.307,0.0583
d07981cdb73a21b111aecdc062297659-LABS_n067_goal001,Success,0.9999812714792722,320367,160184,320361,0,1,0,4,4,4,2,0.555,1.1
d08c3d55c88b3c2577800b544399553e-preimage_80r_492m_160h_seed_136,Success,0.9990226868425098,182132,56108,181954,89,0,3,0,3,0,0,0.153,5.87
d08c5fac67a7490e7f976dc07a891148-fphp-014-014.shuffled-as.sat05-1201,Success,0.016393443,2562,196,42,28,0,14,0,14,0,0,0.00587,1.12e-05
d09fd3a44b3d948b77a89522fbc47f78-iso-ukn007.shuffled-as.sat05-3630,Success,0.7906215921483097,1834,2431,1450,81,0,6,0,3.8518518518518516,0,0,0.00225,0.00507
d0ad28cbd887af86de17c2680ea91f27-UR-20-10p0,Success,0.810194502,1055981,258781,855550,44760,0,8,0,3.6410857908847185,0,0,3.19,1.65
d0bed5ab76bfdad3a120c709766e096b-c10bi_i,Success,0.9999498072598779,398464,133998,398444,10,0,3,0,3,0,0,1.96,44.4
d0d4b2ce94bf0054455a03a1a1d6bad8-new-difficult-24-193-22-70,Success,0.32982947149179903,30728,528,10135,4796,0,24,0,3.4295246038365303,0,0,0.13,0.00647
d0da8741c248be2186f51efa0e956e54-een-pico-prop01-75,Success,0.9779763021547432,138578,45427,135526,1526,0,3,0,3,0,0,0.184,7.59
d0fbcf1422c83f0966d9b94b55f96f41-IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged,Success,0.9815417202511536,290818,85445,285450,2684,0,3,0,3,0,0,0.731,4.13
d101818b960a155e1be4d8e2bb8a531a-fclqcolor-30-20-20.shuffled-as.sat05-1272,Success,0.8968838526912182,194150,1635,174130,80,0,30,0,22.5,0,0,0.0627,0.00662
d14a5970e2787c4a0583d56ceaf1707d-pb_400_09_lb_03,Success,0.964608481,896712,229398,864976,8563,203,5,25,3.524640657084189,5075,4872,1.79,10.3
d152a017a564e29a6b1ddcbec04edc86-alu2_gr_rcs_w8.shuffled,Success,0.4324449953517199,83902,4080,36283,15260,0,7,0,3.352359108781127,0,0,0.498,0.0307
d17ece3e7feefbac9dec0061bb188d45-c7552.shuffled,Success,0.9998031011567807,20315,7652,20311,2,0,3,0,3,0,0,0.0395,5.49
d1994c9b285e42105e2a6bb7398d58df-9vliw_m_9stages_iq3_C1_bug9,Success,0.999986247,13378587,521187,13378403,92,0,3,0,3,0,0,1000,13.7
d1a62a8688c6c4fabd0dec3770ce40dd-qwh.40.560.shuffled-as.sat03-1654,Success,0.1250332131334219,26345,3100,3294,1589,0,13,0,5.779735682819383,0,0,0.0972,0.00382
d1c947f1d47e2dbdcff871768391c0c8-SAT_instance_N=63,Success,0.9981227562582855,103343,32000,103149,97,0,3,0,3,0,0,0.123,129
d20d2fcf32d26bda0da4b3a40fc9ead3-partial-10-17-s,Success,0.6941568721217459,1125031,298900,780948,47326,0,8,0,4.419452309512741,0,0,3.04,25.9
d21b66364fecc9fc7aabbbb981274612-HCP-526-105,Success,0.9522882777960816,261026,34190,248572,6221,0,4,0,3.0006429834431763,0,0,0.0803,0.123
d226f9d823d22554cb7798d830e9a538-x1_72.shuffled-as.sat03-1595.cnf.mis-141.debugged,Success,0.9952779994679436,60144,30247,59860,142,0,3,0,3,0,0,0.0614,0.0827
d23bf408255166c66f8e54a735cd095a-crafted_n11_d6_c3_num24,Success,0.855113601,7010872,36208,5995092,98340,0,66,0,3.4071181614805774,0,0,858,1.83
d24557264a657cb38798d3cd9f03d357-g2-hwmcc15deep-6s366r-k72,Success,0.999527004,583514,198696,583238,138,0,3,0,3,0,0,3.02,20.8
d24c4be23d0c9627849bbc646aa8909d-rbcl_xits_18_SAT,Success,0.9895758019493891,218530,2888,216252,1139,0,3,0,3,0,0,0.0124,0.0925
d24e98d3e8f9ce352e81ffc56962eeba-driverlog1_v01i.shuffled-as.sat05-4027,Success,0.4279918864097363,493,128,211,26,0,10,0,4.923076923076923,0,0,0.000977,0.129
d2528d707d36e76d0230ed6918c97345-sted5_0x1e3-120,Success,0.9999082063521204,21788,1841,21786,1,0,3,0,3,0,0,0.000331,0.00651
d2618635332cb3c2b4b7815220181869-apex7_gr_rcs_w5.shuffled,Success,0.7227875160324925,11695,1500,8453,1328,0,5,0,3.1460843373493974,0,0,0.0413,0.00479
d27c2011e47a5da3496ee4ae881cf7d3-sha1r17m149ABCD,Success,0.9979673207724181,12791,3838,12765,13,0,3,0,3,0,0,0.00316,0.00793
d27df1b73355fcbb42c4c13cc78686a8-total-10-11-s,Success,0.6805857533678425,626885,193399,426649,27210,0,7,0,4.461447997059905,0,0,1.92,2.65
d29e0ba0b7cdb0e41f45143d3b914bae-phnf-size10-exclusive-myciel6-tr.used-as.sat04-320.shuffled-as.sat05-4200,Success,0.5344618530229904,42061,1869,22480,6414,0,11,0,3.285313376987839,0,0,0.171,0.0126
d2ac39de7a7d1c322a0624e14db31cc5-post-cbmc-aes-ele-noholes,Success,0.9998738480140281,1030503,270963,1030373,65,0,3,0,3,0,0,10.3,1.47
d2b395be97d8ef720dee0f5c8a191d8f-atco_enc1_opt1_10_21,Success,0.8328261857623777,259622,46993,216220,9521,0,9,0,3.466337569583027,0,0,0.372,0.501
d2b4a9ea1313121cf1c9c7f420028aea-fclqcolor-08-06-06.shuffled-as.sat05-1265,Success,0.73006993,1430,124,1044,22,0,8,0,6.545454545454546,0,0,0.000956,4.04e-05
d2bf713ae5d5e4b243fc8ea8d8e5cf4b-ecarev-110-4099-22-30-2,Success,0.99767454,725018,127069,723332,843,0,3,0,3,0,0,0.0197,0.0799
d2d00c7ad119888c2ee5949300467e0e-AProVE11-11,Success,0.9995330797437542,321254,96526,321104,75,0,3,0,3,0,0,0.402,109
d2e92ad424f2bdf1115e3edbeb1630b1-g2-hwmcc15deep-6s44-k38,Success,0.9996426205378772,707931,242811,707678,122,2,3,3,3,6,4,1.6,265
d2ec1de194269f98dff6608ff097d031-vlsat2_111_1186,Success,0.41746848623384863,1185117,11130,494749,99179,0,19,0,4.126992609322538,0,0,12.5,0.258
d2f3da5df6f004d0128d3008f2f3cdf6-fphp-045-044.shuffled-as.sat05-1237,Success,0.001554975,86175,1980,134,89,0,45,0,44.49438202247191,0,0,0.272,0.000356
d32d87afa368dcdcc2dfef18573e39f4-E02F17,Success,0.9953747221103203,67023,6664,66713,36,0,5,0,4.888888888888889,0,0,0.0374,0.122
d3417314c36fa797e3e4a1949fbadf83-e_rphp055_04,Success,0.9493968513596401,9782,5158,9287,55,0,5,0,5,0,0,0.00116,0.000336
d35caf50ac810de6ae2693995894a629-battleship-8-15-sat,Success,0.16322314049586778,484,120,79,15,0,8,0,8,0,0,0.000782,1.4e-05
d36a3588adea5b97fa1cdd2ecb35c055-abw-K-dwt__234.mtx-w55,Success,0.871653105,159887,57681,139366,7730,0,4,0,3.2182406209573093,0,0,0.341,0.199
d3820e4e93b3012da5acfda30ca9fda0-aaai10-planning-ipc5-TPP-30-step11,Success,0.9993371049265266,2919014,314455,2917079,894,0,4,0,3.0548098434004474,0,0,21.5,169
d3b20f54794720fa87a76702af8f75fb-CNP-5-400,Success,0.5041170902502824,196498,26085,99058,48720,0,3,0,3,0,0,0.743,0.0854
d3ba0e84cf018fc9caa78a76ad58375b-hcp_CP26_26,Success,0.7300094443569967,1677192,505648,1224366,2025,0,26,0,19.726913580246915,0,0,7.19,1.11
d3bf5d39746a7742674e50876649138f-gss-19-s100,Success,0.9999362136417758,94064,31435,94058,3,0,3,0,3,0,0,0.153,15.5
d3ff22cb0d9a3eb09de6d2a0a52cf6ae-g2-T124.2.1,Success,0.9960972598080177,10333765,2943418,10293435,20165,0,3,0,3,0,0,19.5,166
d412809f71b81b46d60d35dc8fac9134-SGI_30_60_29_30_6-dir.shuffled-as.sat03-130,Success,0.24894231318964039,69964,870,17417,9726,0,30,0,3.7718486530947977,0,0,0.43,0.0158
d421913def55cb5f7302ffe9918cc153-snw_16_8_preOpt_pre,Success,0.9947024739577988,2435854,60746,2422950,1138,0,16,0,4.086115992970123,0,0,54.7,0.736
d429ab8e6c9397b5072fe4c5be8b94be-frb65-12-1.used-as.sat04-873,Success,0.4557842384052404,24731,780,11272,4546,0,12,0,3.2894852617685877,0,0,0.0979,0.00699
d440df5704cde1da1c99f2d5e01568b6-php-050-049.shuffled-as.sat05-1196,Success,0.00164794,60075,2450,99,49,0,50,0,50,0,0,0.198,0.000321
d464cb004c09aa6cb6adbff77fb8b97c-hcp_d20_20,Success,0.906039264,173796,168019,157466,793,0,8,0,6.883984867591425,0,0,0.0509,0.0239
d4a914e3e257179e39ec493a7d7b1140-ktf_TF-4.tf_4_0.06_52,Success,0.9964978592096694,93657,24064,93329,89,0,4,0,3.561797752808989,0,0,0.0579,0.111
d4acb8ca0d73ed82d6ff7f11fcccfa0c-unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07,Success,0.9282233052724856,4514,246,4190,12,0,8,0,8,0,0,0.000796,0.000146
d4c69b4ab7d0091d133e834f99c14f62-phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.shuffled-as.sat05-4201,Success,0.6967624386069623,1112504,12558,775151,142994,0,11,0,3.1052211980922277,0,0,24.9,0.502
d4d2f27d791731f2c90da10e7b5797d9-rbsat-v760c43649gyes5,Success,0.3098352768677404,43649,760,13524,9153,0,19,0,3.399104118868131,0,0,0.175,0.0104
d4e09d84806044e2e154ccad2531de60-crafted_n12_d6_c4_num22,Success,0.8940551732186853,15834204,56064,14156652,99472,0,98,0,3.483352099083159,0,0,1000,5.32
d4e5e0a5b7a6d2bd19afbea61ffb85b8-mp1-9_1,Success,0.7495538778311599,14570,1458,10921,388,0,8,0,4.886597938,0,0,0.00958,0.0049
d4fc0e4e250a5c0609a54511ce6a4185-manthey_single-ordered-initialized-w42-b9,Success,0.8561944325814341,77271,10395,66159,2338,0,21,0,3.697604790419162,0,0,0.0456,0.0623
d515fc7cfddd658a0fd3416d811b49f5-satsgi-n22himBHm24-p0-q195,Success,0.005842928,11638,528,68,46,0,24,0,22.956521739130434,0,0,0.0226,3.46e-05
d5396ed5700f6ebc35823d6eff5704ae-iso-brn002.shuffled-as.sat05-3502,Success,0.5810162991371045,4172,1010,2424,150,0,7,0,5.4,0,0,0.00605,0.00234
d5453d6d31f33a310ce34ee4bcfcbe50-prime_a24_b24,Success,0.9983995584988963,36240,8789,36182,29,0,3,0,3,0,0,0.0162,0.0122
d54a49df382789564a5295bc96791731-Cake_9_19,Success,0.9660940817771002,73468,18161,70977,578,0,9,0,3.4930795847750864,0,0,0.0405,2.55
d54fa49729f8fcbc6249a28f47f5e290-iso-ukn002.shuffled-as.sat05-3383,Success,0.8016324981017464,5268,1441,4223,158,0,7,0,4.2594936708860756,0,0,0.00421,0.00264
d55033d9dc6c92861ae6b099870322d3-dislog_a13_x13_n23,Success,0.9989095865515675,77035,16613,76951,24,0,4,0,3.5,0,0,0.0177,0.98
d570bbe4e59e242a18260d9e2f616496-quadratic_tight_error.c,Success,0.9989777060378506,427470,92762,427033,119,1,4,51,3.408333333333333,51,24,0.443,2.51
d57782168dd3b2a89a41180801d55d2d-sokoban-p18.sas.cr.29,Success,0.43879355567934153,184907,45360,81136,2444,0,42,0,7.221358428805237,0,0,0.568,0.204
d58b7011586b7aab745f6def9ca31820-minor064,Success,0.999811928,42537,14578,42529,4,0,3,0,3,0,0,0.0859,5.71
d5acef3b0cd1c45392ff7e5ff1225143-rbsat-v1150c84314gyes4,Success,0.3583509262993097,84314,1150,30214,15923,0,23,0,3.4154995917854674,0,0,0.466,0.0268
d5c2475db530c5097804117fb1c5b211-ibm-2002-21r-k95,Success,0.9674134364878777,745031,191522,720753,12139,0,3,0,3,0,0,2.26,13
d5c3f65d9ad61405b5962f86dcaf338f-rbsat-v2400c266431gyes1,Success,0.360175805,266431,2400,95962,51245,0,32,0,3.3920772758317885,0,0,1.67,0.0734
d5c7e4f652eb3f83023299856487ec0c-iso-brn004.shuffled-as.sat05-2929,Success,0.6956998082717064,3651,1017,2540,174,0,6,0,4.206896551724138,0,0,0.00434,0.00132
d5d2c97e5135a7468d11a6e1aca5121c-vlsat2_39552_5878762.dimacs,Success,0.44548275031507417,5787526,39552,2578243,743715,0,25,0,3.501058873358746,0,0,208,1.57
d5d56ebc19ffe2b045ab70c1b58a62d9-hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841,Success,0.2654320987654321,486,260,129,62,0,5,0,4.129032258064516,0,0,0.00113,0.00019
d5eb29f26fd0d0042437c1471ad4ff80-manol-pipe-g8nidw,Success,0.9999776800037944,358423,121170,358415,4,0,3,0,3,0,0,0.872,42.9
d612eee37ec14cf8ba2f2aa3579d3ae7-ae_rphp055_04,Success,0.9587362454151384,11996,5185,11501,55,0,5,0,5,0,0,0.00138,0.00128
d6402b482a5dc102a5b09360689e2be8-jkkk-one-one-11-32-unsat,Success,0.9997565073413036,41069,6401,41059,5,0,3,0,3,0,0,0.0625,0.746
d646d69fe2f66663f380a6d742bbb38a-string_compare_safety_cbmc_unwinding_800,Success,0.9998827866136814,13820947,2920654,13819327,810,0,3,0,3,0,0,1000,1000
d671a563fe876baa08f6b016a54a0a0d-manthey_DimacsSorterHalf_31_2,Success,0.8858289059958798,18446,5408,16340,542,0,12,0,3.5424354243542435,0,0,0.0279,0.0189
d672bdbca3b1fb26d585e78add79537e-velev-pipe-o-uns-1.1-6,Success,0.9921014020751502,303978,17710,301577,1190,0,4,0,3.0058823529411764,0,0,8.44,0.195
d6d4e4a171bc0c90d2a5c8bb8d43466d-54bits_13.dimacs,Success,0.9999064415025495,21377,1008,21375,1,0,3,0,3,0,0,0.000402,0.00955
