Name,Completed,nOrigCls,nOrigVar,real_time,user_time
4da0a6b2df4e019692573208b3ddceed-ecarev-110-1031-23-40-8-sc2018,Success,244242,42271,0.447,0.252
4da532170986c551e4b0642187cdb6d0-mrpp_6x6#18_12,Success,44274,6401,1.234,0.671
4db3c8f389b969aec21a44254d47e548-gto_p60c231_1,Success,2626,1019,0.016,0.015
4db602d4e22062c3dcc01bc740300752-iso-ukn004.shuffled-as.sat05-3385,Success,5266,1253,0.019,0.014
4dbd5435603fdedc13dbc0eef6db4cbb-GreenTao_2-4-5_4232,Success,100443,4230,0.199,0.111
4dc92cc97ebbe9230020a89efbbdcfb1-mp1-blockpuzzle_5x10_s8_free3,Success,140766,2750,0.379,0.315
4dcb64bbebf3ca69a49dd0354abd929e-UCG-15-10p1,Success,757256,200003,4.838,4.088
4dcf9b525d9f46f4b17b132c765322ed-SAT_dat.k45,Success,144840,37432,2.266,1.409
4dd165fbd1678001e130c89cfa2969a2-beempgsol5b1,Success,76531,26455,0.454,0.352
4dda0078a2cd1654f27a2a30d70feb8f-ibm-2004-1_11-k25,Success,262145,78503,4.949,3.015
4dda41bfcc4b60b935bd4408c41b3b3e-c6bi,Success,171412,58031,21.674,11.844
4dde0c9c5dc0c2b44d750d22c618a6a9-SGI_30_70_28_60_1-dir.shuffled-as.sat03-175,Success,81212,840,0.526,0.491
4dedf87a0c6624563a5a39e8300c94ea-rope_0020.shuffled,Success,1680,720,0.009,0.007
4df590f124b66f482b7fea490be31ef5-urqh1c2x4.shuffled-as.sat03-1459,Success,216,35,0.003,0
4dfe7816c2c198f8fd0b328d1e9672c9-crafted_n10_d6_c3_num18,Success,6478296,32704,844.544,834.03
4dff41154a3401cfd40da8caeab83d56-aes_64_3_keyfind_1,Success,7128,1404,0.022,0.014
4e088c9266507eb6bd7022206ed15b48-gto_p60c231,Success,2605,1015,0.015,0.012
4e134f32160e05b6d132d89193d4e1b5-289-unsat-21x14,Success,78498,1176,0.184,0.12
4e203ccb97234b5525148f79e47a6276-mod2c-rand3bip-sat-180-1.shuffled-as.sat05-2428,Success,1800,254,0.006,0.002
4e259da0d4963296b68e170bbbad025f-AProVE07-16,Success,181871,52382,3.444,2.148
4e366e723d75fe39bf6db9a24ffb059b-Dodecahedron-k7,Success,195350,17600,0.654,0.492
4e3ad59a4716ec934b8f4e249b36a882-apn-sbox6-cut4-helpbox31-sc2018,Success,335290,137472,1.644,1.354
4e42740ca851e345cc8c95efb204c2bb-clqcolor-14-09-09.shuffled-as.sat05-1244,Success,7898,343,0.017,0.013
4e476731d6c65e9195b3ed81b1636384-hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin,Success,466687,156058,3.651,2.715
4e5e351dc69f0bd323688d4917e3ad5d-manthey_single-ordered-initialized-w20-b7,Success,13283,2170,0.04,0.026
4e64bcc4ea340ba97509d9252a01a0dd-pbl-00100.shuffled-as.sat05-1327.shuffled-as.sat05-1327,Success,10345,400,0.032,0.02
4e6eccfddb9e4aa78a9710e07ebdd2a4-rook-44-0-1,Success,342444,88965,0.707,0.477
4e6ed02919858555623b578af7bb9ce5-Steiner-135-33-bce,Success,9678,14040,0.034,0.023
4e72215653dcb2b6b1266217b55c029d-satellite1_v01i.shuffled-as.sat05-4053,Success,7529,335,0.025,0.022
4e86275abdfc23e74db13a83f97de624-fsf-300-354-2-2-3-2.70.opt,Success,8496,3486,0.018,0.008
4e88219e8a5624a4af022b0bc76eb6ab-SGI_30_80_23_80_3-dir.shuffled-as.sat03-199,Success,54928,690,0.481,0.293
4e8a1b2d6fda300bba2969565620684c-dead-dnd004.shuffled-as.sat05-3110,Success,12025,1030,0.034,0.024
4e9552083f7a7510a195fd8990caeecf-UCG-10-5p0,Success,345121,104481,1.915,1.638
4e9db599219d8bbd2d4b5e0bee095534-shuffling-2-s113738192-of-bench-sat04-420.used-as.sat04-697,Success,16874,2312,0.078,0.064
4ea29c4f64c7d368f2cb7d4319a8ce1e-newpol6-6,Success,178031,55745,25.161,14.548
4eb58fc46ea3055cc3f543c73264d402-20180322_164224543_p_cnf_320_1120-sc2018,Success,1120,320,0.005,0.002
4eba742f2400048339af4995b756cb4d-manol-pipe-f10ni,Success,1100497,368888,201.855,120.06
4ebc55fb0a404c48951d04da1b1e016c-urqh1c6x6.shuffled-as.sat03-1469,Success,1984,191,0.007,0.002
4ed40dca9d17e37f77bbbef074561585-hsat_vc11817,Success,661788,240349,5.234,3.389
4ed475c253503412379dd873ec989806-6pipe.shuffled-as.sat03-414,Success,394584,15800,21.391,20.933
4ed93541ac1c8dcf6069ea14e9519648-crafted_n12_d5_c4_num6,Success,2725864,17088,113.32,109.664
4ee07fd2052c284c8cdc533de1293c64-grid-pbl-0250.shuffled-as.sat05-1340.shuffled-as.sat05-1340,Success,124749,62750,0.252,0.137
4ee4595cf58d4c67e8d0c6c032ccac6b-ndhf_xits_15_UNKNOWN,Success,330948,3152,0.705,0.416
4ef0f670f650cf5c27067ca5df50b7ab-instance_n8_i8_pp,Success,255871,21640,7.434,3.828
4ef35e8c7b387e8c2fff1f552a04e3a2-LABS_n068_goal001,Success,334633,167317,2.194,1.739
4ef3705667c97396a754377aea260cfa-rbsat-v1560c133795gyes1,Success,133795,1560,1.001,0.942
4efe61249ce9cd61cdd3ffc13ea20db2-uum16.smt2-cvc4,Success,15083,4904,0.046,0.03
4f0dace13685b367b52199037436c4e8-g2-ak128boothbg1btisc,Success,1406930,426100,1005.478,467.543
4f12308a3da69be08d1f026960f4a278-g2-hwmcc15deep-6s44-k40,Success,757473,259705,313.273,153.80700000000002
4f153bf7eb3a0a3c4bc7da7208401090-SGI_30_70_30_40_3-dir.shuffled-as.sat03-181,Success,76154,900,0.423,0.391
4f201c6a2c5070ea4ad0b912c0421f62-driverlog3_v01i.shuffled-as.sat05-4031,Success,7940,420,0.072,0.045
4f3548ea9da285dc9efa5c174b5291dd-ferry6_v01i.renamed-as.sat05-3999,Success,14012,969,0.26,0.152
4f3dd09fa2ecd9990c9eee7d8ce50adb-9dlx_vliw_at_b_iq7,Success,6069067,306095,1017.912,997.86
4f6158c85920ef709f02d887446f1651-grid_15_15.shuffled,Success,841,448,0.005,0.003
4f6c12da41e2faddfda107ad9be5a66f-c10bid_s,Success,810214,272565,133.342,65.414
4f71db1328216a5a4dda6c6a3e19b46f-iso-ukn003.shuffled-as.sat05-2677,Success,7405,2016,0.027,0.018
4f76257bbc58d6d57930cecae506e4f9-traffic_3b_unknown,Success,533919,39151,2.23,1.799
4f7d17d7803bf1744722fdc5610d937f-tseitingrid7x195_shuffled,Success,10920,2730,0.024,0.01
4f811d9f21c4312498d22c7f2852aad9-289-unsat-5x41,Success,34235,820,0.084,0.057
4f888358cd62fe7bc602ea6882cdfc6d-bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19,Success,5172,970,0.017,0.011
4f8f31bf2d3a816b560b0ed39420199b-sv-comp19_prop-reachsafety.26_stack_cas_longer_false-unreach-call.i-witness,Success,12052059,2633376,495.548,482.186
4f9bf9279a93143378f98d12d36857c8-equilarge_l1.used-as.sat04-893,Success,18903,4574,1.33,1.281
4f9de7e3e3e136dc165019cfa8101e5a-rovers2_v01a.shuffled-as.sat05-4044,Success,4249,255,0.065,0.036
4fc1fbcdab296aec357e4bc4509577a2-SGI_30_70_19_80_8-dir.shuffled-as.sat03-142,Success,45134,570,0.309,0.288
4fc3b8d4f7310148a8f85ac9c86daa83-fdmus_b21_111,Success,14738,5352,6.757,3.118
4fcad2124dbdaf3d4d933545bce23d70-udiv46prop,Success,56067,18980,87.292,38.845
4ff2b041aa85dcbcb7879c54fd14cae9-MD5-29-2,Success,65066,8590,0.308,0.157
5007c142c235eb59a5242112ff217931-Schur_161_5_d27,Success,28778,768,0.062,0.037
50468d740d0d9cd69c43e4122014d60e-sted6_0x1e3-97,Success,17724,1533,0.045,0.027
505957dd7ac668964cb7a9cab80d852f-eq2csparrc162cbpwtcl16,Success,18364,6154,4.317,1.94
5077bbe914a63da146d2f88652938e56-mod2-rand3bip-unsat-135-1.shuffled-as.sat05-2639,Success,360,135,0.003,0.002
507f7ae54537571a77ca45336b0a322d-fphp-070-070.shuffled-as.sat05-1212,Success,338170,4900,1.64,1.569
508423896125e883fe577763a2c748a8-gensys-icl006.shuffled-as.sat05-2718,Success,7194,1321,0.027,0.018
5084904780e4249959a9368ec8e8d930-rbsat-v760c43649g1,Success,43649,760,0.256,0.237
50888c8b378ab340bfd136a1bb04a1c2-hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin,Success,174787,63327,2.113,1.381
509d692d03c7afd66d9b811e765f20ee-x2_72.shuffled-as.sat03-1604.cnf.mis-141.debugged,Success,60144,30247,0.245,0.186
50a6d53dfb7c3f6de126290275f800b9-mod2-rand3bip-sat-200-2.shuffled-as.sat05-2144,Success,800,200,0.004,0.001
50c7a3ce9700255789d1e9e13a7e8543-c10bidw_i,Success,789349,265494,116.87299999999999,59.244
50d081a4b18eecdd0bc120f634d57a26-randomG-n18-d05,Success,794,342,0.005,0.001
50e76725243188cf94d962059ab91187-VanDerWaerden_2-3-31_930,Success,229710,930,0.446,0.259
50eb330d648cb301948412530799257f-SAT_dat.k100,Success,174760,50797,5.322,2.716
510445b1f2ac3ec50d16ffdf11b3904e-ccp-s7-facto3,Success,11809,714,0.023,0.009
51172e425fec0dbe626ef3011e4fa1f3-g10bid,Success,657310,221420,101.324,48.955
511af2b89e59115df97297febf15af7d-tseitingrid4x190_shuffled,Success,6080,1520,0.016,0.007
511c31a42505f9c6c389faafd051f3fe-apn-sbox6-cut5-helpbox23,Success,491072,74976,1.756,1.311
5139d6116f8740e708354c92daa5c6a9-bqwh.50.825.shuffled-as.sat03-1648,Success,43754,4979,0.217,0.203
5139f7ee8a884c2c6d72c6b2fe093d48-blocks-blocks-36-0.120-NOTKNOWN-sc2011,Success,5922105,489685,131.905,128.291
51482a5b06b055edfdca576d654ce191-bob12s09-opt,Success,152335,51108,64.553,36.294
514cb4c8ad423b60828f27bb7f629ec3-ibm-2004-23-k100,Success,830097,207606,20.946,10.985
514cdbe428d1c52d658cd4a63d9c2296-par32-3-c.shuffled,Success,5294,1325,2.746,1.153
514f36038ad462677ca722a1d55cac13-preimage_80r_493m_160h_seed_249,Success,180770,56108,7.074,3.227
515169f54b051534b750159ffff19cbc-Urquhart-s3-b5.shuffled,Success,446,45,0.013,0.001
5156e5983365d1c3e4c10be1ab9404e8-hwb-n20-01-S208144465.shuffled-as.sat03-1607,Success,630,134,0.004,0.001
51574b22bae25a1f18d1e640958c1115-ex145_10,Success,272275,39544,0.897,0.634
5157cfb54c9bcfe45f4c58c72ced60ad-mp1-ps_5000_21250_3_0_0.6_0_1.50_2,Success,21250,5000,0.039,0.019
51715b2bb9948a938bc78c6a0ffb00da-mrpp_4x4#4_16,Success,17162,3328,0.548,0.264
517f58e1de08c7cf88a35b9a59a3af05-fphp-030-025.shuffled-as.sat05-1220,Success,19905,750,0.06,0.052
517fd0e62d9d59ca421e99e827673cd0-shuffling-2-s1016393551-of-bench-sat04-357.used-as.sat04-634,Success,22371,9197,0.262,0.183
518f912c1dad7695c7fa98ef3382229e-iso-icl002.shuffled-as.sat05-2727,Success,6003,1663,0.022,0.011
51925dbfcd5534b312265098fd439b12-bvsdiv_19.smt2,Success,26714,54460,6.486,2.819
519ea88c9f43a7fed60b5d718adb4723-jgiraldezlevy.2200.9086.08.40.108,Success,9086,2200,0.019,0.009
519ec7e2da48149991957836b84dda06-crafted_n11_d6_c4_num14,Success,12696648,47888,1022.773,1003.837
51a1a0c6a1230845d08325fd39dd22b3-SGI_30_60_30_30_2-dir.shuffled-as.sat03-132,Success,72858,900,0.532,0.506
51aaef9425e5ddfbe6313d01b17ff7f0-sgen6-1320-5-1,Success,528,220,0.004,0.001
51d9e3f41c95dfe6e1b73a525b8784be-sted2_0x0-343,Success,113291,6292,0.288,0.196
51e8ddf6c1e82a303d3196eec56a7ce4-SGI_30_60_28_30_1-log.shuffled-as.sat03-2,Success,51986,140,0.155,0.107
51e9cba23a2dcfd39278539d38820d20-strips-gripper-08t14.shuffled-as.sat05-1156,Success,23326,1966,0.178,0.141
51eed787f449188222f90c62c2bf0309-SGI_30_80_16_90_1-dir.shuffled-as.sat03-187,Success,30464,480,0.192,0.171
520e2724d592ac05b7f1a6f48055838d-phnf-size10-exclusive-myciel6-c.used-as.sat04-318.shuffled-as.sat05-4199,Success,4333038,17666,156.584,153.481
521150afd1adf56e4e5b7c3cb0c1d359-gt-020.shuffled-as.sat05-1293,Success,7049,400,0.019,0.009
52547a44aec497b60ba31ebb5a0585fe-fdmus_b21_96,Success,8513,3102,3.554,2.169
5257a9575db38fcfe307a4f004e840a4-strips-gripper-14t27.shuffled-as.sat05-1145,Success,148520,6778,1.125,0.998
525e0efe9f36a9ce6a2da3b909407747-g2-hwmcc15deep-beemcmbrdg7f2-k32,Success,283796,102936,8.105,4.339
528914f6359f75a6493788e3730ffbb4-x2_32.shuffled,Success,250,94,0.003,0.001
529368029977c0f315a703cce818eb55-Nb51T6-sc2018,Success,10508040,2365527,1027.423,1004.185
5298c5659a13ab4adf7e35d3ceec7683-shuffling-2-s192031989-of-bench-sat04-342.used-as.sat04-620,Success,41388,11908,0.182,0.148
529bb3dc6340f2fc0ea617190acc4c31-Sz512_15128_0.smt2-stp212,Success,21373,5203,0.059,0.038
529fc0986c07434c72c7deb9ef85e3fd-rbcl_xits_13_UNKNOWN-sc2009,Success,133055,2058,0.297,0.184
52a576d08b6790db71d96329c0510cda-abb313GPIA-8-cn.used-as.sat04-315,Success,692448,164739,1.245,0.693
52a6496a4b0d4e21f8141a4395866e95-Brinkmann-k9,Success,254436,22050,0.946,0.719
52a9f12c6fb938ec95923268f07d48d0-prime_200560490131,Success,24410,4586,0.066,0.048
52aa6129cbf1fc57bd9fce305257d9b9-hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin,Success,129616,44692,13.969,6.366
52cc82bd5da7dac49097569dea3336a2-shuffling-1-s1615066517-of-bench-sat04-717.used-as.sat04-730,Success,261450,24604,6.572,6.316
52d1047a8786684edc40008680004428-qg7-11.shuffled,Success,23908,1331,0.085,0.066
52d591859e2047fa6c804d6424c55c74-satch2ways16,Success,51525,16883,0.285,0.237
52d6e2f25ada36c0b802f544b084a140-20-100-lambda100-89_unsat,Success,160552,20799,0.901,0.759
52e061336fa28b95e5824f6532a5e287-SGI_30_80_28_70_8-log.shuffled-as.sat03-216,Success,60536,140,0.185,0.128
52f0758b80219735043645a58651e0d3-fixedbandwidth-eq-32_shuffled,Success,526,129,0.004,0
531684b79f1a8e19cf14d091d0b7c934-gt-018.shuffled-as.sat05-1292,Success,5066,324,0.014,0.007
532498b3cd948f0db94ac28636a05816-TimetableCNFEncoding_17_UNKNOWN,Success,2463295,362696,379.144,180.762
532e06b2da2d8faae6d6a52d60451936-mizh-sha0-36-1,Success,177399,50073,3.685,1.954
533017e0f42d8246c7ae140313a84161-baseballcover12with25_and5positions,Success,7093426,3563274,35.963,28.836
53463611103e9b4523eef1d9b5b0f105-DLTM_twitter405_71_12,Success,35420,6692,0.13,0.098
534ecd6ce8bef845a7ab3f12b641bd16-CompositeRSA576.shuffled-as.sat05-509,Success,1646490,166463,9.86,8.366
536f3a4dbb98b717f4c58b6e0162882e-Sz512_15127_3.smt2-cvc4,Success,15466,5042,1.406,0.77
53741a01c644759504efe5233633dcc5-CNP-5-800,Success,179018,24085,1.028,0.906
53742d5ab42c7dcc531c21faceb25cea-php-012-011.shuffled-as.sat05-1186,Success,738,132,0.005,0.003
537db45d7b1dc04df095351d51e38d3a-7999999957nc.shuffled-as.sat03-1673,Success,12235,3132,0.025,0.012
5389cc83cf39c2fbaf6870e9cb5211cd-tseitingrid5x195_shuffled,Success,7800,1950,0.019,0.011
539f85494f9070dc6a617c8b6a6fd09a-jgiraldezlevy.2200.9086.08.40.8,Success,9086,2200,0.02,0.011
53a7ac1b3073205e8525b2379ab77554-full-bg-gb-6-ce,Success,40158,9654,21.008,9.836
53bf73cb09312d5f7ded5f248b2fe21b-rbsat-v760c43649g9,Success,43649,760,0.221,0.202
53c21f3e78f060883026b5a12ba691d8-maximum_constrained_partition_14_bits_n200,Success,123318,30252,0.331,0.235
53d3ce8946ab4b014740c1278b37f433-rook-63-1-1,Success,1003897,257856,2.048,1.411
53f7ea54008d7f0496e8f8d8f906bea7-ferry9_ks99a.renamed-as.sat05-4008,Success,21368,1598,0.175,0.133
53ffd199202cc7280149f6dda10dc670-DLTM_twitter845_79_18,Success,162858,27146,0.605,0.455
542131a8d17082219b63a2d779e18ecb-mp1-blockpuzzle_9x9_s8_free7,Success,692521,7290,1.802,1.491
54253246514599a53181b04aa3b3ab65-mod2c-rand3bip-sat-150-1.shuffled-as.sat05-2383,Success,1500,211,0.006,0.003
542bc521dfc843751118a12bd7f7b5f6-modgen-n200-m90860q08c40-19419,Success,9086,2200,0.019,0.011
543e67dd5abc272c37775b1b742a1d9a-qwh.60.1728.shuffled-as.sat03-1659,Success,542447,25162,3.462,3.312
5441b32f207faeefc1e95d96dda89063-gensys-brn008.shuffled-as.sat05-2752,Success,13727,438,0.038,0.027
544211093906a167006c2f2907d6e3b9-rook-72-1-1,Success,1497880,383469,3.092,2.18
545566b1c8caf35f517b55ebdec5a117-mp1-ps_5000_21250_3_0_0.8_0_1.55_2,Success,21250,5000,0.042,0.022
545d36a22f6f1e4c1fa0d61fa9651c0e-connm-ue-csp-sat-n1200-d0.04-s1346193895.shuffled-as.sat05-544,Success,14453,1172,0.028,0.011
54709a801e916f6a8e931714a23eeaf8-mrpp_8x8#24_16,Success,105832,14534,1.465,0.875
5481abf46acb8b750ba0fc041d84f95d-iso-ukn008.shuffled-as.sat05-3389,Success,6626,2688,0.022,0.014
54ab7029649dd487fa4efa5df048221d-hid-uns-enc-9-1-0-0-0-0-24642,Success,30603,10287,4.909,3.302
54abc3873dfe2570d3f5b7d3b712fa85-14pipe_q0_k,Success,7700828,222845,1020.649,996.393
54abd7dd5ed7dd1d003f3e56d021d768-mrpp_4x4#8_7,Success,7641,1512,0.497,0.286
54b342b7a3c8719c4325e5e0879547b1-mp1-klieber2017s-0500-022-t12,Success,92529,30894,32.19,17.379
54c0c5c91c2d2023bde21157d3a5426e-fvp-unsat.shuffled,Success,731613,24065,101.857,100.584
54cf0c1a3abf79f4757d5285f4bfc4e3-le450_15b.col.15-sc2018,Success,114816,6300,0.703,0.64
54d199fbc4c450948c3544dda7fb42c5-ak128simpbbg2msisc,Success,1128555,344061,1005.181,553.676
54f114bb254f6f886b82f05882926308-ferry7_ks99a.shuffled-as.sat05-4067,Success,10340,960,0.132,0.071
54f93e488688de4ae2db64d9e8fef3a5-hard-10-U-15228,Success,1623313,579423,56.242,54.307
54fafa92a0eb46edaebb498cb6390d99-atco_enc1_opt1_05_21,Success,539869,59517,2.585,2.127
54ff7ae09469921a47c6971a12e5b805-hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin,Success,285400,96095,1.495,1.229
55113d3365817fba844afdd0fbdfd1cb-mod2-3g14-sat.shuffled-as.sat05-2141,Success,768,192,0.004,0.002
55148deb944978e35b4a432e20ec4ccb-fixedbandwidth-eq-36_shuffled,Success,590,145,0.004,0
552b8976b37b0d8b58bc8edad91c5695-abw-O-impcol_d.mtx-w101,Success,3406554,826625,21.315,18.534
55429f8ce62ce01fcdd56e8de86f2722-gensys-brn004.shuffled-as.sat05-2681,Success,7098,1444,0.027,0.016
554cdbf751c29048d49473df6e87e6b1-mrpp_6x6#16_9,Success,31848,4736,1.133,0.543
5553fec254b32349e0e48c7ee1e2d6c7-post-cbmc-aes-ee-r2,Success,1006433,268423,13.337,12.322
5566f01e234bbfda710b2d6d0b31d5be-tph11,Success,19504,253,0.036,0.019
556ccbb8c839397fa16f270eb902bf61-apn-sbox6-cut3-helpbox26,Success,497457,199968,5.99,5.556
556deccbd6591671e3aa80fde2d8f01c-frb50-23-1.used-as.sat04-885,Success,84508,1150,0.554,0.508
556e870bfe0569e680fbfcf7bea25d4d-mrpp_4x4#8_10,Success,12109,2208,0.581,0.306
556eabb835080c71739a6d0bf62d7109-gt-030.shuffled-as.sat05-1295,Success,24824,900,0.055,0.035
556fd0833079f7aa825075bb9cd6afe4-php-016-015.shuffled-as.sat05-1188,Success,1816,240,0.008,0.005
557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46,Success,229320,57935,0.682,0.486
5584be29eee93d029ce0c089f067f172-ecgrid6x215_shuffled,Success,10322,2581,0.022,0.014
5584cc467c09d0cab489238275c2b92e-sp5-21-15-one-stri-tree-noid,Success,11573,9075,5.762,3.418
5593b61a1be6e0598236534041e71e74-spg_420_350,Success,3778348,769924,1008.843,475.836
559eeea77072a9b0315cfcfdfe1075b6-mp1-klieber2017s-1600-024-eq,Success,27800,9293,9.504,4.809
55a2173bd9467852042baf7649fadbe8-rbcl_xits_11_UNKNOWN,Success,104640,1740,0.229,0.142
55a226e37be9dea4923310d565d68742-rbsat-v1820c171155gyes3,Success,171155,1820,1.296,1.224
55b28c145c5fd6a471d19de14f47ee38-clqcolor-20-13-14.shuffled-as.sat05-1254,Success,38904,730,0.072,0.037
55b4193cd499ccfce7d0c8ccda94c015-connm-ue-csp-sat-n600-d-0.04-s1138027697.used-as.sat04-972,Success,5401,484,0.012,0.004
55b646fe9b86176247883328e8df283b-gensys-icl009.shuffled-as.sat05-3135,Success,16077,926,0.048,0.031
55b96f80f7596804775d2f2cd7e07d35-urquhart4_25bis.shuffled-as.sat03-1554.cnf.mis-127.debugged,Success,48584,24449,0.211,0.163
55c0dbf680e0ab5c6263feb4ad143c0e-ezfact16_10.shuffled,Success,1041,193,0.004,0.002
55d346b6ebbb04f8ab99bbb3727b682e-rope_5000.shuffled,Success,420000,180000,4.015,3.695
55d6ee7178934d1940318ef5c2011107-barman-pfile08-030.sas.cr.27,Success,4738486,107436,50.175,43.964
55f3756b9caefb5139a6ffd2de555677-hard-15-U-10652,Success,4690464,1646091,176.348,170.159
55f56669879e0ec810875b160a131d9d-partial-5-11-u-sc2007,Success,543447,164158,19.492,11.231
55ffab46adf458305b637bee7f04c23c-gensys-brn006.shuffled-as.sat05-2750,Success,13321,398,0.04,0.031
5600eb5abee589c1ac5228b1490e5b02-velev-vliw-uns-4.0-9,Success,1814161,96177,445.229,440.638
5604690686817a763f44d08fc5991a9d-rook-42-0-0,Success,297856,77529,0.626,0.435
56072d5c5852e9d4bcbb460361e38618-sv-comp19_prop-reachsafety.barrier_3t_true-unreach-call.i-witness,Success,46571588,9582411,903.387,852.834
561d3d8850bb5cda0a980fac763cb321-sgen1-unsat-151-100.cnf.mis-114.debugged,Success,34587,17481,0.152,0.125
5627426e048e7afb8c39b71645f4af65-SGI_30_80_27_70_7-dir.shuffled-as.sat03-211,Success,69114,810,0.485,0.439
562c4f75b56aa462a9e77c787b9bdeca-VanDerWaerden_2-3-32_1006,Success,268330,1006,0.517,0.292
56309cf72ea02caaf192b0c482e99791-hid-uns-enc-7-1-0-0-0-0-20364,Success,10666,3871,1.744,1.01
56389125809d8a2790f018d5b52c14bf-iso-brn009.shuffled-as.sat05-2934,Success,4540,1770,0.016,0.012
563ba3899e84afc6eb2b8c2bc17948ae-rbsat-v760c43649g2,Success,43649,760,0.241,0.216
56438fbbe8c1ec5d950209885cdd2b99-mp1-9_24,Success,29682,1458,0.069,0.044
564a68fffd2affabc1586d24a07b6c16-Mycielski-11-hints-2,Success,3909500,15350,28.937,25.515
5677e2c2ebca84a13922664f84b363a3-ad-A-3-7-17,Success,388531,30532,1.488,1.146
567964f034c8ffa65952897ce4927c6c-ablmulub16x4o,Success,8708,2958,11.263,6.116
5690b9b0380aa9508699e56cae5918b5-170058440,Success,1120,320,0.004,0.002
5696ebc151f271257ba3a98782667932-string_compare_safety_cbmc_unwinding_780,Success,13420885,2849760,2024.392,1995.501
5697a40866ca0bdd9888c7c1e71ec5ae-hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin,Success,196966,71285,2.181,1.494
56be52d2a0580e3fb53f19429228e035-gripper11.shuffled-as.sat03-390,Success,25130,3222,0.131,0.116
56c489526e53816b9ac0d8a73dbf2879-mrpp_6x6#16_20,Success,78760,10841,1.204,0.683
56e562b48dddc21239bbb134eecba448-dead-dnd002.shuffled-as.sat05-3108,Success,13283,1602,0.039,0.032
56fc7d9435f547547f79bb28446d093a-shift1add.23958,Success,742676,527067,935.009,873.06
570861ef0a440db1e62d669ec3d7dafb-vmpc_30-sc2007,Success,133080,900,0.317,0.23
571a2f223784fb92a53b4cc8cc8b569e-clqcolor-08-06-07.shuffled-as.sat05-1257,Success,1527,132,0.007,0.003
572e5f8d24e5624aff2c6d51a6d9b8c3-logistics-rotate-07t6.shuffled-as.sat05-1131,Success,325309,4879,3.221,2.809
5733f095bc3ef0a57e05bb80363b72cc-mp1-Nb5T07,Success,10800,2608,0.034,0.022
574cbc90335786670058de4c8a717b87-sokoban-p20.sas.cr.29,Success,936287,143760,4.57,4.185
57608af336aad9d0c6c15e256efd3766-color-18-4.sat05-443.reshuffled-07,Success,95904,1296,0.234,0.146
576353b7588a6fe2449bf05b6bacb09a-em_7_4_9_fbc,Success,28863,1677,0.106,0.084
57639442ce1870b82d7e48af7804af8a-rnd-v25-e246-k8,Success,839368,38650,2.922,2.177
577445931f639609e576fa81bc7813d0-289-sat-7x6.cnf.mis-125.debugged,Success,41672,21043,0.17,0.125
578a7d4f3eff1d7097beddaf7efc7cf1-SAT_dat.k90,Success,1182898,315971,36.231,21.242
578f9377bfbfcc6ea3a18eb630667956-ferry8_ks99i.renamed-as.sat05-4005,Success,32472,2547,0.211,0.154
579135d4b2f5231db817b387b1729dec-mrpp_8x8#16_11,Success,72334,9854,1.227,0.715
5792732113197edf00696331f9314902-prime2209-88,Success,297352,106392,1.358,1.103
57971126735e2f4fff6896e6b40432f9-fdmus_b15_291,Success,15681,5538,3.84,2.149
57a969c041af76b162f40f881132006b-IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k25.debugged,Success,96221,32454,2.224,1.316
57b349516c7fecf0d6303157cbc45f84-iso-ukn001.shuffled-as.sat05-2740,Success,6231,1563,0.025,0.016
57b478982ee9aba245ba792452b18fe3-VanDerWaerden_pd_2-3-22_462,Success,28738,231,0.066,0.035
57b7b862bd61289d886996174db0174d-queen8_8.col.9,Success,11712,512,0.036,0.027
