Name,Completed,nOrigCls,nOrigVar,real_time,user_time
64dda2be4a178a93f16954ba0084e745-QG7-dead-dnd001.sat05-3419.reshuffled-07,Success,11541,1040,0.034,0.022
64e16b9ac5f88e4b62207730df6bc9d8-courses_flat_0.16_2017_9,Success,2846166,1959785,177.69299999999998,173.982
64ed8925c19e8802d5cd4d04047020ec-c10nid_s,Success,1184419,397734,106.082,104.48599999999999
64f752b0931674f7dbd31993c333bb1a-LABS_n039_goal002,Success,65672,32835,0.815,0.591
650b00aee98d38255a4345f78d764ca9-partial-5-13-u,Success,621908,184196,19.036,11.608
650c5f84589240945e6f89dc4d213e3e-instance_n6_i7_pp_ci_ce,Success,74640,8484,1.416,0.777
650d128dbf88522019bb2714aaedb370-iso-brn001.shuffled-as.sat05-3372,Success,3841,545,0.013,0.008
65138afdf7eb054be5131f2b0de84369-satch2ways12u,Success,37586,12156,0.185,0.141
651435a590104fe4a47403f0a52a3e64-mod2c-rand3bip-sat-160-2.shuffled-as.sat05-2399,Success,1652,228,0.006,0.003
651ba27349b792ee6abdf5ab8e7a14a0-sted1_0x0-649,Success,216247,13431,0.572,0.386
652bac304e2a712d4b37e8ef2668b005-connm-ue-csp-sat-n600-d0.02-s725301372.shuffled-as.sat05-540,Success,7296,576,0.015,0.006
652cc8db19b8da9567e18afaa22c3d75-fphp-025-024.shuffled-as.sat05-1233,Success,14125,600,0.042,0.038
65376cdf169c61ee9fd5819af48797f3-tph15,Success,67456,465,0.114,0.054
654419e4eb84c8fb173e2c86d91b2c15-E05X15,Success,40938,4740,0.176,0.135
654b8939521483a797023f342e857b7a-SAT_instance_N=85,Success,190298,58224,248.142,109.295
655681362024c10869610709e1a22246-minxorminand128,Success,459941,153834,56.552,53.218
655995219ca8db20470540fe9e0b0b71-7-5-6,Success,1206491,56084,4.174,3.22
656822ff35dc3ffae052fa512260dd44-48bits_14.dimacs,Success,18150,688,0.052,0.036
657735ecc2b133e51c5cd6c00b76a6b0-rbsat-v760c43649gyes2,Success,43649,760,0.223,0.198
6578d613600021077a1a0be4272f031c-ndhf_xits_17_UNKNOWN,Success,395999,3582,0.812,0.518
6587d5077bc6962cf8939636eeb57c35-mp1-tri_ali_s11_c35_abio_UNS,Success,2968,932,0.322,0.174
658b73c4041fa79926a58e354e1159ac-sha1r17m148ABCD,Success,12787,3837,0.039,0.025
6598c721af124c67457841260ea66462-MVD_ADS_S7_6_6,Success,1040836,56,2.114,1.266
65993c1d3503a963aa30f8244269cc52-complete-400-0.1-16-98765432140016,Success,47114,800,0.338,0.297
659de4a475806fe6de0f52f466986ced-sokoban-p20.sas.cr.31,Success,1020047,153344,5.24,4.814
659e361c57d01fb39bc6aaf7b9595588-T82.2.0,Success,10917087,3166041,211.7,199.695
65c52c85128e3e78431984e5cd96e315-eq.atree.braun.11.unsat,Success,4687,1400,0.84,0.429
65cbdd1fa0abf1d2e31ba48b5cfbcb16-een-tip-sat-vis-eisen,Success,51167,18607,0.991,0.5
65d07a1194744c8bbbe88d5e86e2acd8-connm-ue-csp-sat-n800-d-0.02-s1817482900.used-as.sat04-952,Success,7850,680,0.017,0.009
65daba7b1614fdbdf75b34d68953de64-sha1r17m147ABCD,Success,12783,3836,0.036,0.021
65e2151bf1be22c75b9ea2e1b2a07741-partial-10-19-s,Success,1282426,330796,34.432,21.029
65f7145996bbec02b90bd0fa64a20502-test_v7_r12_vr10_c1_s18160.smt2-stp212,Success,1247733,314295,8.126,4.946
65ff91568676064c74212779c46f6943-rphp4_080_shuffled,Success,10364,640,0.023,0.011
660e068a3f4562f70c8accaea79ce6db-mp1-rubikcube031,Success,53838,3138,0.13,0.088
6620edff4693c155a76e3cfa33c51367-f8idw,Success,1173226,393719,178.801,102.739
662ed01ca2147a17ec4d1bde4c4dd2ac-sgen1-unsat-145-100.cnf.mis-108.debugged,Success,31039,15697,0.124,0.099
66646b227a6b602fcde3a6c9acd676a2-rand_net60-40-1.shuffled,Success,14281,4800,0.235,0.145
667d54d108eee380b0ffbf4c121249e9-6s16-opt,Success,89896,30823,34.819,18.862
66815f8c5c22b9e40e0ed692eb9c8aa1-mrpp_4x4#6_24,Success,25990,5048,0.668,0.328
66a1f530c185e09dc920e5ee57c8f6b1-driverlog7_v01a.shuffled-as.sat05-4036,Success,12402,475,0.183,0.098
66ab346df72c5effa292342037bc3909-snw_13_8_pre,Success,689272,20446,4.73,4.114
66b8b3ebfc8e198f21e5c386286188e3-php-045-044.shuffled-as.sat05-1195,Success,43605,1980,0.155,0.148
66cf15e37d88bd0f12ac493d5be8b3f3-rbsat-v945c61409gyes2,Success,61409,945,0.328,0.301
66d6b7d1a428d1e2b6c0abd4ef12d052-T103.2.0,Success,10684064,3094153,197.877,185.858
66e6fea602d9a483b22f2f25c37ff514-barrel7,Success,13765,3523,2.13,0.99
66ec949d764fc23721e1720844f3d6c1-manol-pipe-g10bidw,Success,705217,237485,112.827,53.376
6706cd5fad41073e291d3f672556fce5-iso-ukn009.shuffled-as.sat05-3632,Success,5295,1584,0.023,0.019
670e284b6fdce4d23e2cff9747700257-iso-icl006.shuffled-as.sat05-3240,Success,5319,1613,0.019,0.013
67133027ab55906e3b757148ca7011dd-snw_16_9_Encpre,Success,1641152,72327,33.303,31.793
67158b829ad61fbc3ae12f9fafe2de3c-squ_ali_s10x10_c39_abix_SAT-sc2017,Success,5262,1672,0.517,0.276
671ea3307f4d05a2b0116d5ca6c837dc-gus-md5-14-sc2009,Success,226367,69641,1.834,1.26
6732211f9a18dcf444b808403c19412c-ecgrid6x135_shuffled,Success,6482,1621,0.014,0.006
673c1a0da2eb39474b2f50569f49e303-DLTM_twitter799_70_12,Success,87437,15954,0.317,0.241
6751a2e39de2e654aab548e038702878-gensys-brn009.shuffled-as.sat05-2753,Success,14063,444,0.04,0.026
67527c9e506ffa65596f017547164a49-dist10.c,Success,66977,15276,0.769,0.456
676f9baf886ab8aee559ec00d6375382-course_flat_0.16_2018_3,Success,3387942,2278269,170.038,165.89600000000002
67705f2333d34fe2590cade7def8e39c-hgen8-n320-01-S1432474240.shuffled-as.sat03-890,Success,486,320,0.005,0.002
6770ea539284f0b0eb7421043901e8a4-ecgrid6x250_shuffled,Success,12002,3001,0.025,0.011
6778bcee60cde95aa8d8bccfd003a453-prime2209-83,Success,280457,100347,1.439,1.163
677a85e7ceb02e51b47db7fb60445924-total-5-13-s,Success,585476,179177,4.628,3.631
67a25edfdd286fcb25e0a598d22663f1-em_7_4_8_fbc,Success,25913,1617,0.091,0.068
67aa1a256f92020dccdf66b235de3986-jkkk-one-one-10-34-sat,Success,65748,11607,0.675,0.44
67b0b2940b091d318ec25307a948f862-modgen-n200-m90860q08c40-4208,Success,9086,2200,0.02,0.009
67d0def974882bfe1ecfce2f3539271d-jgiraldezlevy.2200.9086.08.40.33,Success,9086,2200,0.02,0.009
67d2ff82ca65d24ca9b31d9c8072713d-tph9,Success,8740,171,0.018,0.009
67d564fff5bc9f27c0800783a1bc85b7-countbitsarray04_32,Success,25861,8750,9.02,4.996
67d7da9cfbf74b043dd0abbd212d11aa-fphp-016-013.shuffled-as.sat05-1216,Success,2824,208,0.011,0.009
67df7bd97e841395a4c75281423986cf-ktf_TF-6.tf_4_0.06_77,Success,122668,27810,0.461,0.333
67e4e350f9df597fc344567f4a252d04-gus-md5-09,Success,225938,69487,2.084,1.299
67e67c9e3d2ea24706790cd4be889aa8-ssa2670-140,Success,3047,1327,0.124,0.073
67ee23581bb6dddab15f287f39c27822-shuffling-2-s876707344-of-bench-sat04-988.used-as.sat04-1004,Success,37946,12845,1.081,0.649
681b6efef89c7fbb930b76ea0ab917de-combined-crypto1-wff-seed-3-wffvars-450-cryptocplx-40-overlap-2,Success,21678,1729,0.077,0.065
681bb80c30661c71b273c3b30aecbfc9-3col240_5_10.shuffled,Success,2010,480,0.311,0.171
681ec30b9f3f0ffd60b8f14231508ffc-rovers2_ks99i.shuffled-as.sat05-4039,Success,3786,327,0.087,0.062
6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7,Success,8803542,118040,1024.616,1004.566
683a0eb8955c471a343d6c7d7a1101f9-quadratic_loose_error.c,Success,427407,92741,3.754,2.375
6868da81c362fe7edb0c8c9c3734f3b1-E00N15,Success,31815,4740,0.139,0.11
686e9a1748ab0deab46d86735fb86fbb-EDP3-90000,Success,7167744,933264,17.649,11.736
687d3ac645f05ea381091ab1536bd24a-tseitingrid7x165_shuffled,Success,9240,2310,0.022,0.013
68869a0ce4bee90c6ab046a102dee370-manthey_single-ordered-initialized-w40-b8,Success,61136,8320,0.176,0.14
6888e1544629db887ce891f9130d3507-equilarge_m3.used-as.sat04-900,Success,11165,2677,0.855,0.799
68a7ea9472454500447659b973b0cbca-queueinvar12,Success,7335,1112,0.047,0.034
68a85c900f8a97472d8ba196a380cc5b-42.shuffled,Success,904,378,0.927,0.412
68bb64e29c74a15f2c8cb1828ddcc3fd-289-sat-11x4.cnf.mis-131.debugged,Success,45768,23101,0.181,0.136
68cd50e5bfe00ca94867aa0dcf44055c-satch2ways15wu,Success,45532,15195,0.25,0.205
68dc114bb8e479d8cc81faed8b2fceb5-Kakuro-easy-156-ext.xml.hg_7,Success,18214219,179093,51.841,36.706
68eb522c6e1666736ff302a943cf722d-php-012-012.shuffled-as.sat05-1158,Success,804,144,0.005,0.001
68fb9e8640946901d3957dc0499bfc4d-bart17.shuffled,Success,1166,231,0.006,0.004
69094a9ca81ee2a09e5b28d0ef8e6788-Composite-032BitPrimes-1.used-as.sat04-863,Success,19098,2111,0.059,0.039
690d29e4562a657677b2c5d8dc01ee85-IBM_FV_2004_rule_batch_3_11_SAT_dat.k90,Success,1123766,294459,17.607,11.804
691477031e5e06a8aad6507250b52b14-SGI_30_80_17_90_7-log.shuffled-as.sat03-190,Success,29282,85,0.094,0.061
6915befdb82711e06d88b5472586ab2f-grid_05_10.shuffled,Success,171,98,0.004,0.001
691e8030e2ad2027f1be085304650045-SGI_30_70_29_50_3-log.shuffled-as.sat03-180,Success,60814,145,0.188,0.131
6928072ce36429a1c094d89d333488a6-erin2_0x0-379,Success,60747,5451,0.144,0.087
6941e3ef1553cc912c75e0d2ebca789d-abb313GPIA-8-c.used-as.sat04-314,Success,425181,4671,0.968,0.606
694a5a54fd830b1b8ac82484241cf5e2-dlx2_aa,Success,2790,490,0.015,0.009
695e287a447fcdd924985a6e73057a38-rbsat-v1150c84314gyes1,Success,84314,1150,0.508,0.47
69808dd7930336074bc2be625a95366f-rbcl_xits_06_UNSAT,Success,47620,980,0.119,0.067
698987f56da93127250a3978d32a2511-sv-comp19_prop-reachsafety.sine_8_true-unreach-call_true-termination.i-witness,Success,120788,26421,2.46,1.432
698c30dc0749b66d872a1e7378c9a6df-ex067_10,Success,988528,90797,3.122,2.255
6992eb15532fdaba136f42b83eef5748-crafted_n10_d6_c4_num19,Success,11134056,42048,1019.701,1001.861
69962272968e0a3a280479582308770c-gensys-ukn009.shuffled-as.sat05-3588,Success,55112,1453,0.354,0.306
69b0601bae0398d5a96942f725708fc3-20-100-p100-55_unsat,Success,898938,33168,5.657,4.901
69b4f3e5329c1d1460a2237d96e3e705-sgen1-unsat-151-100,Success,316,153,0.004,0.002
69ceafaa83839dbe53dc801c483e9991-clqcolor-20-15-15.shuffled-as.sat05-1246,Success,44885,790,0.08,0.046
69e2da9381c6547152b38b1cf1033ae7-hgen8-n260-02-S1396509323.shuffled-as.sat05-481,Success,404,260,0.004,0.003
69e34d0f49c71a7e145d8104ebe0273f-sokoban-p16.sas.ex.15-sc2016,Success,4360901,2343808,1042.269,686.057
69eebb04019d5d0458b2e56fb6caaa5e-SAT_dat.k55,Success,535435,117104,19.615,11.436
6a0ef4920a1b29a713e636d3f80de204-equilarge_l3.shuffled-as.sat05-520,Success,18591,4496,1.271,1.224
6a3cc897a1b02977a34988536d887280-sted12a_0x1e1-67,Success,12486,694,0.029,0.019
6a5b9cc4d0ab64ea234befc27b6a431b-ecarev-110-1031-23-40-7,Success,244196,42271,0.44,0.237
6a7c8eaecc218e20d18f51a894b66dc7-dp09u08.shuffled,Success,14105,5475,0.191,0.142
6a7e2442211bec545e8929e02a8b6b22-aes_32_1_keyfind_1,Success,804,300,0.005,0.003
6a810aada46289596b04174a91d5c112-AProVE07-15,Success,73465,21104,4.055,2.293
6aa81284c16b88389246e1dd2959a089-instance_n5_i5_pp_ci_ce,Success,26624,3655,0.088,0.064
6aacbcd0a95d51eafca1a22f43f25e82-logistics-rotate-06t5.shuffled-as.sat05-1136,Success,47517,1925,0.79,0.525
6acd5bfa6bf97d4a47b5602b7c5d70b5-aim-200-6_0-yes1-3.cnf.mis-136.debugged,Success,54598,27264,0.23,0.182
6ad1d4d8752088686f9b4034600519c1-LABS_n051_goal004,Success,143047,71516,1.161,0.89
6ae9c8ca214ba34d8e77297d316f6e77-simon-s02b-k2f-gr-rcs-w8,Success,271393,10056,2.515,2.374
6af008e573beacda4fc1f844a876f408-rope_0011.shuffled,Success,924,396,0.006,0.004
6afdaec2b82ea578e0c3aeaff3269ef2-jgiraldezlevy.2200.9086.08.40.180,Success,9086,2200,0.019,0.011
6b10a451694f50c3ebcbb0704599436c-unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf.mis-140.debugged,Success,58097,28765,0.239,0.186
6b10e4ddf39b316ffe87d148a4626ed4-combined-crypto1-wff-seed-18-wffvars-450-cryptocplx-40-overlap-2,Success,21678,1729,0.078,0.055
6b2496b2ba23a00a1c6f45f87faeba5f-Kakuro-easy-149-ext.xml.hg_4,Success,20230286,145714,58.027,40.753
6b25002cab729db26fb2ee71ceed2efd-sgen6-960-5-1,Success,384,160,0.004,0.001
6b286f9a263baf10c8a5dade1bab1934-rand_net70-25-1.shuffled,Success,10361,3500,0.051,0.042
6b36abc94899ab1d25a9c48d7697916c-rope_0001.shuffled,Success,84,36,0.003,0.001
6b4210431794451c101e5a06f033edc4-battleship-16-16-unsat,Success,2176,256,0.007,0.006
6b4f076f8ed55503b6a417dfe76dd35b-Kakuro-easy-127-ext.xml.hg_6,Success,23192070,185674,70.713,50.69
6b5411875b993950be0de543c91390fb-MUS-v330-2,Success,1118,330,0.007,0.003
6b6cab90664478877c3a63248c9fb961-g2-hwmcc15deep-6s33-k34,Success,72571,24952,15.45,8.745
6b6dd0a8429c4ac10d5a662f8d3fed95-HCP-446-60,Success,227343,27377,3.556,1.716
6b70bb8803df091a1cc206f1895cdf25-VanDerWaerden_pd_2-3-20_390,Success,20607,195,0.048,0.027
6b74c4a66ba1ec3c337c15195e0eeec9-fdmus_b15_307,Success,19940,7011,5.244,2.977
6b98c5d50f0f0800a8e7f66719449997-rbsat-v760c43649gyes1,Success,43649,760,0.295,0.267
6ba14f60b552076980aa1568e4150662-shuffling-1-s833081156-of-bench-sat04-343.used-as.sat04-482,Success,542227,44095,20.378,19.78
6bc6405bb23095b38f30e67318f717e6-sokoban-p09.sas.cr.25,Success,57581,70356,0.308,0.257
6bdd9e4670465a1a3df014b1cf847d53-E02F20,Success,393557,10420,2.622,2.208
6c12cb2fdddfb6ea8676f97d35ea913e-hsat_vc12062,Success,540630,200230,5.114,3.292
6c34b7032712e16b08d97a0449d610e2-puzzle30_sat,Success,84854,23029,105.009,55.992
6c429cc5aceada896d4214699358c662-Hidoku_enu_8,Success,39432,7203,5.622,2.714
6c42f6f8258f9b54289a650708af1303-hwmcc15deep-oski15a10b10s-k22-sc2017,Success,1484813,569318,195.498,192.611
6c485a727a6d6085bd8c4f269d79267e-fdmus_b15_463,Success,24010,8421,8.92,4.878
6c4e2fea92aa94f976a8585ab5eb4b95-php-020-019.shuffled-as.sat05-1190,Success,3630,380,0.013,0.009
6c5ecf3d91905b5745308d468dc3b3f3-eqbpdtlf14spctbk14,Success,11914,4000,4.883,2.252
6c72a8dee9ce24e02f45c02f41d5eb3a-ex177_13,Success,15723904,745504,55.167,41.593
6ca49aeefbbe69bbb1f97d2aee4a3d6f-php-045-035.shuffled-as.sat05-1181,Success,34695,1575,0.136,0.123
6cc3bed2a2b38c8c057a5980224f8f1e-modgen-n200-m90860q08c40-22556,Success,9086,2200,0.02,0.011
6cc9c5a9cdd1ee2fa527862388871dd3-fphp-018-018.shuffled-as.sat05-1203,Success,5526,324,0.019,0.016
6ccfbb9e2406918d56e57f4c1f089d3c-CNP-5-1200,Success,159118,22085,0.946,0.838
6cd56ce925f2c2fe096d657024818785-g2-hwmcc15deep-intel032-k84,Success,882799,426091,158.998,85.179
6cd9571bc71cc0c3fb08aeafb9ca37e4-sted1_0x24204-330,Success,294689,13431,0.862,0.585
6cf6cd0a2880a940056886672270cd8b-urquhart3_25.shuffled-as.sat03-1553,Success,408,153,0.004,0.002
6cf8b432f3cb27c30815f4a562986085-ex025_19,Success,1695080,213602,7.068,5.312
6cfbe40aef5061ce7ad323456fad2c06-Grain_no_init_ver1_out200_known_last104_0,Success,22275,2425,0.082,0.061
6cfd9ef85d9f6e62dcbb9a4fd9334c90-GreenTao_2-4-5_4231,Success,100397,4229,0.191,0.102
6d04eefb847e8a70fdf3394c22cc794c-uum12.smt2,Success,10669,4138,2.718,1.535
6d094ef8ff8403c1338136bdc474b1c9-4g_6color_180_100_02,Success,100254048,216000,1211.867,1112.405
6d12f7972e402769c45d151387122959-modgen-n200-m90860q08c40-11953,Success,9086,2200,0.019,0.006
6d1a2a1b9f8578b890fc02dc9efb130f-AProVE09-12,Success,100426,27495,16.985,10.389
6d1e7edc465823e12d80d06e6daf8eb2-sha0_35_1,Success,171006,48689,4.008,2.409
6d2325d84ab38b8297366256c10c0198-SGI_30_70_23_60_1-log.shuffled-as.sat03-159,Success,47536,115,0.146,0.093
6d2916a0453dcc757ce187fe29c863aa-blocks-blocks-37-1.120-NOTKNOWN,Success,6342977,516641,100.596,95.95
6d2aca2a97e05cc7e5ee613891454730-mrpp_8x8#18_12,Success,79413,10790,1.435,0.818
6d2cfb721445205e78822a616be3bfaf-SGI_30_70_21_60_7-log.shuffled-as.sat03-151,Success,40110,105,0.12,0.084
6d35bab4302bc221fa2c9234547b848b-contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07,Success,7545,1100,0.018,0.009
6d394625007e64a09be0eda53d04724d-rbsat-v2400c266431gyes3,Success,266431,2400,2.518,2.391
6d430915d17c1f4e62acc16117f6c0b5-T98.2.0,Success,10861077,3148471,202.887,191.704
6d5acb859cd2755edef91392a416b8e1-iso-icl003.shuffled-as.sat05-3237,Success,3994,845,0.016,0.008
6d637f8934c46e2a2638f3cfcba1c75f-ibm-2004-04-k100,Success,414954,120445,14.373,7.982
6d6586ce59942c5d7c60415bd922f190-cnt09.shuffled,Success,30372,9207,17.369,9.577
6d6b5efe28f4fc13c982cd8404245950-complete-400-0.1-12-98765432140012,Success,47705,800,0.376,0.334
6d6bbc183e9054f627e578db6ade59ec-aaai10-planning-ipc5-pipesworld-18-step15,Success,2503013,130021,985.471,477.28
6d7c0deeffe06978367a90a10f608d59-SGI_30_60_28_30_1-dir.shuffled-as.sat05-438,Success,64138,840,0.453,0.431
6d9b2fef1a2d5d26c96d654d1d85d06d-ps_300_301_30,Success,2304598,470700,843.636,416.119
6d9e8290f09c0784324a09aa29a60126-prime2209-94,Success,317626,113646,1.543,1.258
6daadd8c6984d2a4d689ba3960e4e0c5-manthey_DimacsSorterHalf_37_8,Success,21154,6247,0.087,0.07
6db155290e3a34927bf7e9615c8387b2-ACG-15-5p0,Success,724026,214085,4.067,3.505
6db4b3f59a1e530ca5309d8a7544f5c3-color-19-4.shuffled-as.sat05-444,Success,119491,1444,0.297,0.183
6dd57612dab7692b8c38225bb852ce36-hwmcc15deep-6s516r-k18-sc2017,Success,147555,51996,34.036,18.096
6ddb1d74448f67dbc7f9ce40023125df-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin,Success,1119314,400093,358.313,191.175
6ddc374684a00c5e37fa9c473cbace5e-lksat-n1000-m3730-k3-l5-s1971651595.used-as.sat04-931,Success,3730,1000,0.009,0.004
6df8778d4e15c411df6a02def5d59b99-manol-pipe-c7bidw_i,Success,387838,131004,63.704,30.141
6dfbcfdd1ca6377a961f212deff6c70c-vmpc_36.shuffled-as.sat05-1954,Success,230544,1296,0.565,0.415
6e1500f757b7f10445aa39234c7decc2-g2-T105.2.1,Success,14795786,4251485,400.728,383.813
6e1b970d637fca70d08b251766edade3-Nb8T61,Success,460800,116131,1.42,1.02
6e1c06eca468c9f902053fe81e4c999c-prime2209-92,Success,310868,111228,1.603,1.302
6e1c111742d14e4d610befefb8f7a735-IsoLator-6-23,Success,2152965,567418,16.852,14.751
6e1d5ef3f8512c8260967d6f8add78ce-Sz512_15128_1.smt2-cvc4,Success,33986,10478,0.16,0.102
6e1d60d158cb1b74f9405acce3075ae5-instance_n3_i3_pp_ci_ce,Success,2336,525,0.011,0.007
6e297bdb1c3f957f6333c37804805ecb-spg_200_301,Success,1546049,315093,529.6659999999999,273.921
6e3015f2ce1f17e4f2b81dae06d73eec-gus-md5-11,Success,226144,69561,1.735,1.105
6e508af94fbd33588e36e254f7834ea2-w08_10.shuffled,Success,248361,71615,4.091,2.919
6e68e3fd6251386c31956f18364e2c96-connm-ue-csp-sat-n800-d-0.04-s1751189365.used-as.sat04-970,Success,9077,788,0.017,0.008
6e750852ac51df3a33499533ba056aed-rnd-v25-e188-k11,Success,852366,40950,2.955,2.257
6e789d6b080067f2ecf0b167b77fb80d-rand_net60-60-5.shuffled,Success,21481,7200,0.478,0.269
6e808c491e0b4d6472313d74d408df7f-mrpp_6x6#20_10,Success,35477,5291,1.361,0.695
6e858531064077cc8a0dfde91f272dff-ak128astepbg2msaig,Success,1265651,422649,24.63,23.324
6e8c0c5ccb66d98b738314d9e841ade0-e_rphp056_05,Success,13598,7097,0.027,0.015
6e8c9d4c7c9f9081dd9029e6436ff349-iso-brn006.shuffled-as.sat05-2700,Success,6200,2103,0.024,0.015
6e9ded47ab8168922d7e78757649b830-Nb8T63,Success,476160,120033,1.403,0.991
6eb1a684231ecfd5ba0617abfaa2c632-schur-triples-7-90,Success,1158765,260865,5.904,5.017
6eb486d72b1bfd46e22d20e366e85597-abw-X-can__715.mtx-w103,Success,12304075,2327325,74.55799999999999,66.503
6ecce39f68b219907e822849298b6eeb-mp1-ps_5000_21250_3_0_0.8_0_1.55_6,Success,21250,5000,0.041,0.025
6ee6e0675e127fa25583f5804f60fcc8-velev-live-2.0-02,Success,161427,14628,5.243,5.053
6ee7df6102477fe00c6ba07a3e88ce2f-snw_13_9_preOpt_pre,Success,596820,18769,2.933,2.426
6eed3c2be0974177f6c81d5ac8176f3e-fdmus_b20_498,Success,11851,4353,6.566,3.371
6f0b265e2297268c31213e0b43154a2c-em_9_3_5_all,Success,127960,3857,0.385,0.315
6f0e236c999de0a5e3c46fd3463b1d0d-rook-56-1-1,Success,705368,181773,1.487,1.031
6f24965c8737ff3f427c072958fe35b4-bevhcube4.shuffled-as.sat03-1426,Success,256,96,0.005,0.002
6f2e03667738763b9eebea5ac3abe462-mp1-blockpuzzle_9x9_s7_free8,Success,718395,7371,2.044,1.693
6f2eb49b87902db54a6f281e47f0b983-dspam_dump_vc950,Success,356143,112856,1.361,1.008
6f40bd5ac85e2a53b392d8f0369e7f1f-harder-fphp-016-015.sat05-1230.reshuffled-07,Success,3496,240,0.013,0.012
6f442819f6086522c7e58ab49fb522db-hitag2-10-60-0-0xac23f1205f76343-96,Success,29247,2230,0.454,0.09
6f4c2d20e137e4f3ade0c95031ac0fde-eq.atree.braun.8.unsat,Success,2267,684,0.692,0.404
6f4df706246d29bf38adadd274fadab3-SGI_30_60_19_60_6-dir.shuffled-as.sat03-112,Success,45688,570,0.304,0.276
6f4dfe868223578a93aa67ad8e39f96a-ibm-2002-19r-k100,Success,1147709,310152,19.213,18.021
6f64291d9d8e9d6e8dac003292aee7ed-hgen2-v400-s161064952.shuffled-as.sat03-1681,Success,1400,400,0.006,0.003
6f680f99d6de739e8d8eab8a6a26dba5-SGI_30_60_28_50_8-log.shuffled-as.sat03-129,Success,65504,140,0.2,0.143
6f6e3b3fb5648a96d0a42613afb67adf-SGI_30_70_16_90_5-log.shuffled-as.sat03-139,Success,28558,80,0.086,0.059
6f6f7fe094a4c5f053473c53c22bb2b7-test_v7_r12_vr1_c1_s22787.smt2-cvc4,Success,1824967,409870,7.747,6.117
6f82682182394eb554a47a55f6c4453e-newpol36-4,Success,14489335,4431775,2026.138,1993.232
6f82a1da85b09823250d2bd9b2f0dd8d-T96.2.0,Success,10755156,3115363,197.386,186.112
6f8f8770f57cb1078836de8972d96283-rovers5_v01a.shuffled-as.sat05-4048,Success,25949,981,0.194,0.142
6f9d7d962beea74eddf5077eee7c1e24-grid-pbl-0100.shuffled-as.sat05-1346.shuffled-as.sat05-1346,Success,19900,10100,0.043,0.03
6fac0a6ec09fabc6c9e0d6dcc1f0e0c1-AProVE09-22,Success,37518,11557,20.979,11.048
6fbed10d0ff5bea497d26c08ad2f8009-scc_1213_40_10_3.apx_0,Success,1181478,3639,95.731,94.116
6ff4198f0afaa8cd07f0c33edb9f71e7-qwh.60.1692.shuffled-as.sat03-1658,Success,500124,23877,3.068,2.96
6ff70a3aaf261b35b0b072f454a756be-crafted_n10_d6_c4_num9,Success,11133828,42048,1019.767,1002.235
6ff98b815c0ff57d92086702e7dd2829-urqh1c2x2.shuffled-as.sat03-1457,Success,64,15,0.004,0.001
70098e87af7e1b512b50985e1b319e0c-ctl_4291_567_12_unsat_pre,Success,259243,15232,1.046,0.819
700d5502beae6d0e9cac8bf7659c819e-crafted_n12_d6_c4_num8,Success,15834076,56064,1029.938,1007.975
7019380ece3206b1bbc6f544ce63c08d-g2-gss-32-s100,Success,97029,32312,17.108,8.618
701c96dc91c057c23026454520da2054-hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin,Success,469042,156721,2.529,2.117
701fcca512472c9978327f0436e4d49f-satellite3_ks99i.renamed-as.sat05-3984,Success,17822,743,0.164,0.099
7029fb4ec7af44f5962539a33e55645e-bvsub_08985.smt2,Success,637871,269523,364.86,171.179
7038ba74bfed733ed3d2338747864faa-fclqcolor-10-06-07.shuffled-as.sat05-1274,Success,2852,175,0.009,0.007
7038db784772628e70510df5f3a5ce91-q_query_3_l40_lambda,Success,125908,28488,0.519,0.392
703dad1270c4e7fe6b814703754abd53-Composite-024BitPrimes-1.used-as.sat04-861,Success,10566,1199,0.033,0.02
704097be50e430aeef935541e62f7ecd-mod2c-rand3bip-sat-180-2.shuffled-as.sat05-2429,Success,1784,252,0.006,0.004
7042dbc5432e4d78f81ec4041e10a387-mp1-blockpuzzle_9x9_s1_free8,Success,709137,7290,1.937,1.597
705f6075b27775e03daf6e8d781cb953-shift1add.28943,Success,897211,636737,1003.441,996.626
705fa7d68c47bb31cfc3f23735f36785-sted1_0x0-330,Success,280260,13431,0.685,0.465
70628bc527228ff61fc0ebfc3a6ff20f-4g_5color_170_060_05,Success,3069145,27200,18.718,16.468
707f23c84c45b87e05296869034e6dfd-factoring29986577x29986577,Success,10395,2009,0.031,0.02
7083b70c1976162e2693d7a493717ffd-battleship-14-26-sat,Success,2562,364,0.008,0.005
708cf84971c0919fd60b0b2acdee4fc8-rbsat-v1375c111739g6,Success,111739,1375,0.846,0.773
708e12bf9d10d6fbfd329fbb21aaf2e4-rphp5_095_shuffled,Success,19385,950,0.041,0.025
70903c09156674cc1b0c35794cfe3d06-20-100-lambda100-14_unsat,Success,142555,20597,0.708,0.587
709902883991ae1fb3b83a7e64330816-manol-pipe-f9n,Success,552404,185149,140.94,66.878
709d0994d0c356b339b051a8e62d998a-bv-term-small-rw_206.smt2,Success,22447,7464,28.083,14.899
